Product_ID,Gender,Age_Group,Marital_Status,State,Orders,Amount
P00185642,F,18-25,1,Karnataka,2,7701
P00307542,M,18-25,1,Uttar Pradesh,2,7698
P00111942,F,36-45,1,Karnataka,2,7697
P00302942,M,26-35,1,Madhya Pradesh,3,7697
P00154642,F,18-25,1,Karnataka,1,7690
P00119642,F,36-45,0,Delhi,1,7686
P00248942,F,26-35,1,Delhi,1,7683
P00216042,M,26-35,1,Uttarakhand,4,7682
P00075742,F,26-35,0,Bihar,4,7681
P00344242,F,26-35,1,Maharashtra,2,7681
P00217242,F,26-35,1,Maharashtra,2,7680
P00216342,F,18-25,1,Uttar Pradesh,4,7677
P00108442,M,18-25,1,Gujarat,1,7674
P00158242,F,46-50,0,Andhra Pradesh,1,7670
P00278642,F,0-17,1,Uttar Pradesh,2,7668
P00111442,M,55+,1,Himachal Pradesh,2,7666
P0094942,F,18-25,0,Maharashtra,1,7663
P00288942,F,18-25,0,Haryana,2,7659
P00124542,M,26-35,0,Maharashtra,4,7659
P00114842,M,36-45,0,Jharkhand,1,7655
P00035942,F,18-25,0,Uttar Pradesh,1,7655
P00113242,F,18-25,1,Karnataka,1,7653
P00190042,F,36-45,0,Uttar Pradesh,4,7652
P00033042,M,18-25,1,Maharashtra,4,7651
P00260042,F,18-25,0,Madhya Pradesh,2,7645
P00151542,M,26-35,1,Haryana,2,7640
P00342742,F,18-25,1,Maharashtra,1,7638
P00117042,F,18-25,1,Madhya Pradesh,3,7637
P00323942,F,26-35,1,Haryana,3,7629
P00317842,F,36-45,1,Haryana,2,7629
P00267542,F,36-45,0,Uttar Pradesh,3,7627
P00110842,F,0-17,1,Uttar Pradesh,1,7625
P00217142,F,18-25,0,Bihar,1,7622
P00142942,F,36-45,0,Maharashtra,1,7622
P00323542,F,51-55,1,Maharashtra,4,7622
P00237542,F,26-35,0,Madhya Pradesh,3,7621
P00310842,F,26-35,1,Madhya Pradesh,4,7619
P00021842,F,18-25,0,Uttar Pradesh,1,7617
P00114942,F,18-25,1,Jharkhand,1,7611
P00113142,F,51-55,0,Andhra Pradesh,1,7610
P00144242,M,36-45,1,Delhi,3,7610
P00291042,M,36-45,0,Bihar,1,7601
P00190142,M,0-17,1,Himachal Pradesh,1,7601
P00286642,M,18-25,0,Karnataka,1,7600
P00334242,F,26-35,0,Andhra Pradesh,2,7598
P00237542,F,26-35,0,Uttar Pradesh,4,7598
P00248542,F,36-45,0,Andhra Pradesh,4,7592
P00270142,M,26-35,1,Kerala,3,7589
P00184942,F,36-45,0,Uttar Pradesh,3,7589
P00148742,M,0-17,0,Rajasthan,1,7588
P00144042,M,18-25,1,Uttar Pradesh,2,7588
P00278042,F,36-45,1,Bihar,2,7586
P00178942,F,51-55,0,Maharashtra,4,7586
P00313442,F,26-35,0,Gujarat,4,7584
P00216342,F,26-35,0,Maharashtra,1,7583
P00062842,M,18-25,0,Madhya Pradesh,4,7582
P00180142,F,36-45,1,Uttar Pradesh,2,7576
P00245142,F,51-55,1,Madhya Pradesh,2,7572
P00304242,F,46-50,1,Madhya Pradesh,1,7562
P00122542,F,26-35,0,Madhya Pradesh,2,7552
P00182242,F,18-25,1,Delhi,4,7536
P00326242,F,26-35,0,Madhya Pradesh,4,7526
P00250842,F,26-35,0,Uttar Pradesh,3,7519
P00051642,M,26-35,0,Maharashtra,3,7517
P00161942,F,55+,0,Madhya Pradesh,3,7513
P00112742,F,26-35,1,Andhra Pradesh,1,7512
P00343442,F,46-50,1,Delhi,2,7509
P00226342,F,36-45,0,Madhya Pradesh,4,7506
P00086042,F,26-35,0,Maharashtra,3,7502
P00071442,F,26-35,0,Uttar Pradesh,4,7498
P00023642,F,26-35,0,Madhya Pradesh,2,7485
P00254242,F,36-45,0,Madhya Pradesh,2,7468
P00259242,F,51-55,0,Madhya Pradesh,2,7463
P00114542,M,26-35,1,Maharashtra,4,7432
P00364842,F,55+,1,Madhya Pradesh,3,7428
P00052442,F,46-50,1,Delhi,4,7425
P00114142,M,46-50,0,Karnataka,3,7424
P00010742,F,51-55,0,Madhya Pradesh,1,7421
P00216142,M,18-25,0,Maharashtra,1,7416
P00284642,M,36-45,0,Madhya Pradesh,4,7415
P00302442,F,51-55,1,Madhya Pradesh,4,7415
P00366242,M,36-45,0,Karnataka,2,7409
P00112242,F,26-35,1,Madhya Pradesh,2,7409
P00033042,F,26-35,0,Delhi,4,7408
P00148642,F,36-45,1,Madhya Pradesh,3,7405
P00313542,F,26-35,0,Madhya Pradesh,4,7404
P00161942,F,26-35,0,Madhya Pradesh,2,7402
P00037342,F,36-45,1,Madhya Pradesh,3,7401
P00351042,M,46-50,0,Karnataka,3,7399
P00155242,M,26-35,1,Uttar Pradesh,2,7398
P00161842,F,26-35,0,Madhya Pradesh,3,7397
P00041442,F,46-50,0,Madhya Pradesh,3,7392
P00030842,F,26-35,0,Delhi,3,7389
P00100742,F,51-55,1,Madhya Pradesh,3,7381
P00074642,F,46-50,1,Madhya Pradesh,1,7377
P00142942,F,36-45,1,Madhya Pradesh,2,7375
P00207842,F,26-35,1,Jharkhand,4,7194
P00274442,F,26-35,0,Uttar Pradesh,3,7194
P00270842,M,26-35,0,Andhra Pradesh,2,7193
P00317342,F,46-50,1,Madhya Pradesh,2,7193
P00154242,F,26-35,0,Maharashtra,2,7193
P00233542,F,36-45,0,Gujarat,3,7192
P00028842,M,18-25,0,Maharashtra,1,7192
P00220242,M,18-25,0,Punjab,4,7192
P00062842,F,26-35,1,Uttar Pradesh,4,7192
P00116142,F,51-55,1,Uttarakhand,4,7192
P00114742,M,26-35,0,Uttarakhand,1,7191
P0097242,F,26-35,1,Uttarakhand,4,7191
P00303342,F,26-35,1,Andhra Pradesh,1,7190
P00072442,F,46-50,0,Bihar,1,7190
P00240542,F,26-35,1,Delhi,4,7190
P00165442,F,26-35,0,Madhya Pradesh,1,7190
P00280942,F,26-35,0,Maharashtra,3,7190
P00158342,F,26-35,0,Maharashtra,4,7189
P00163842,M,26-35,1,Delhi,1,7188
P00260142,M,36-45,0,Andhra Pradesh,4,7187
P00142142,F,36-45,1,Himachal Pradesh,1,7187
P00260142,M,36-45,0,Telangana,4,7187
P00206442,F,46-50,0,Uttar Pradesh,1,7187
P00113142,M,26-35,0,Karnataka,2,7186
P00048742,F,0-17,1,Uttar Pradesh,3,7186
P00025442,F,36-45,1,Uttar Pradesh,2,7186
P00036842,F,51-55,0,Andhra Pradesh,1,7185
P00141742,M,18-25,0,Himachal Pradesh,4,7185
P00295842,M,18-25,0,Karnataka,1,7185
P00050042,M,36-45,1,Uttarakhand,2,7185
P00249142,F,46-50,1,Uttarakhand,4,7185
P00216142,F,36-45,1,Andhra Pradesh,4,7184
P00110742,F,46-50,0,Delhi,4,7184
P00025442,M,0-17,1,Himachal Pradesh,3,7184
P00046742,F,36-45,1,Maharashtra,1,7184
P00211142,F,46-50,1,Andhra Pradesh,2,7182
P00113342,F,26-35,0,Maharashtra,4,7182
P00102542,M,51-55,1,Uttar Pradesh,4,7182
P00010942,F,0-17,1,Uttarakhand,1,7182
P00170642,F,18-25,0,Delhi,1,7181
P00255842,F,36-45,0,Gujarat,1,7181
P00362342,M,18-25,1,Uttar Pradesh,2,7181
P00120542,M,26-35,1,Uttar Pradesh,2,7181
P00233542,F,18-25,0,Gujarat,1,7180
P00088042,F,46-50,1,Delhi,4,7179
P00208842,F,18-25,1,Karnataka,1,7179
P00041542,M,46-50,0,Madhya Pradesh,3,7179
P00058342,F,18-25,1,Maharashtra,3,7179
P00250642,M,18-25,1,Uttar Pradesh,4,7178
P00303042,F,36-45,1,Jharkhand,2,7177
P00279542,M,55+,0,Maharashtra,3,7177
P00216742,F,26-35,1,Kerala,3,7176
P00036842,F,46-50,1,Andhra Pradesh,3,7174
P00286742,F,18-25,1,Karnataka,2,7174
P00120342,F,0-17,0,Kerala,2,7174
P00324942,F,36-45,1,Himachal Pradesh,2,7173
P00001642,F,18-25,1,Bihar,2,7172
P00132642,F,36-45,1,Gujarat,2,7172
P00021742,F,18-25,1,Himachal Pradesh,4,7172
P00014542,F,51-55,1,Uttar Pradesh,2,7172
P00106742,F,18-25,0,Punjab,1,7171
P00029142,F,26-35,1,Uttar Pradesh,3,7171
P00190242,F,36-45,0,Maharashtra,1,7170
P00116642,F,18-25,1,Uttar Pradesh,2,7170
P0097142,F,46-50,0,Uttarakhand,3,7170
P00057942,F,26-35,0,Jharkhand,3,7169
P00288242,F,46-50,0,Maharashtra,3,7169
P00183942,F,26-35,1,Karnataka,2,7168
P00145042,F,18-25,0,Kerala,2,7168
P00132042,M,36-45,1,Madhya Pradesh,4,7168
P00085242,M,51-55,1,Maharashtra,4,7168
P00138542,F,26-35,0,Uttar Pradesh,2,7168
P00359642,M,36-45,0,Uttarakhand,2,7168
P00321742,F,26-35,0,Jharkhand,3,7167
P00351142,M,46-50,0,Kerala,4,7167
P00028842,F,18-25,1,Maharashtra,2,7167
P00084442,F,26-35,0,Uttar Pradesh,4,7167
P00114442,F,26-35,0,Uttar Pradesh,1,7167
P00270942,F,26-35,0,Andhra Pradesh,3,7166
P00255542,M,26-35,1,Kerala,1,7166
P00198242,F,26-35,1,Jharkhand,1,7165
P00118142,F,18-25,1,Karnataka,4,7165
P00228642,F,26-35,1,Uttar Pradesh,2,7165
P00217442,F,26-35,0,Andhra Pradesh,3,7164
P00083842,F,36-45,0,Madhya Pradesh,2,7164
P00178442,M,46-50,1,Karnataka,4,7163
P00138442,M,51-55,0,Karnataka,2,7163
P00120042,M,18-25,1,Maharashtra,4,7163
P00330242,F,51-55,0,Delhi,1,7162
P00183242,F,46-50,1,Haryana,4,7162
P00355642,M,18-25,0,Himachal Pradesh,1,7162
P00242742,M,26-35,1,Karnataka,3,7162
P00109742,M,26-35,1,Maharashtra,4,7162
P00109842,M,26-35,1,Andhra Pradesh,2,7161
P00183442,M,46-50,0,Madhya Pradesh,1,7161
P00317242,F,36-45,1,Maharashtra,1,7161
P00231942,F,26-35,1,Karnataka,2,7160
P00037142,F,26-35,0,Bihar,1,7159
P00053842,F,46-50,0,Karnataka,3,7159
P00115342,M,36-45,0,Maharashtra,2,7159
P00131542,M,26-35,0,Jharkhand,1,7158
P00003642,F,36-45,0,Haryana,4,7157
P00127942,F,18-25,0,Uttar Pradesh,3,7157
P00075742,F,18-25,0,Andhra Pradesh,4,7156
P00241642,F,36-45,0,Himachal Pradesh,2,7156
P00130842,F,26-35,0,Karnataka,3,7156
P00118142,F,26-35,0,Bihar,3,7155
P00155442,M,18-25,1,Himachal Pradesh,4,7155
P00217442,F,36-45,0,Himachal Pradesh,4,7155
P00070042,M,36-45,0,Maharashtra,4,7155
P00303142,F,18-25,1,Uttar Pradesh,4,7155
P00334242,F,26-35,1,Uttar Pradesh,1,7155
P00352242,F,18-25,1,Karnataka,3,7154
P00024142,M,26-35,1,Madhya Pradesh,3,7154
P00138342,F,26-35,0,Maharashtra,1,7154
P00289042,M,46-50,0,Uttar Pradesh,3,7154
P00000742,F,36-45,1,Gujarat,2,7153
P00067942,M,26-35,0,Madhya Pradesh,2,7153
P00196742,F,55+,0,Maharashtra,3,7153
P00295842,F,51-55,0,Gujarat,2,7152
P00263142,M,18-25,0,Haryana,2,7152
P00113142,F,46-50,0,Uttar Pradesh,1,7152
P00016342,M,18-25,0,Bihar,4,7151
P00009242,M,18-25,0,Maharashtra,2,7151
P00251242,M,18-25,0,Maharashtra,4,7151
P00267542,F,26-35,1,Bihar,3,7150
P00320942,M,0-17,1,Maharashtra,3,7150
P00015642,F,26-35,0,Maharashtra,3,7150
P00010742,F,18-25,0,Maharashtra,3,7149
P00220642,F,36-45,0,Uttar Pradesh,4,7149
P00351842,F,36-45,0,Uttar Pradesh,4,7149
P00022942,F,55+,0,Uttarakhand,3,7149
P00065342,F,36-45,0,Himachal Pradesh,2,7147
P00174142,F,26-35,1,Maharashtra,3,7146
P00368442,F,26-35,0,Uttar Pradesh,2,7146
P00351342,F,26-35,0,Uttarakhand,4,7146
P00270942,M,51-55,0,Telangana,2,7145
P00315442,F,46-50,0,Punjab,1,7144
P00036542,F,0-17,0,Uttar Pradesh,1,7144
P00001642,F,18-25,1,Delhi,4,7143
P00118442,F,26-35,0,Karnataka,3,7143
P00057742,F,0-17,1,Jharkhand,3,7142
P00217342,F,36-45,0,Uttar Pradesh,1,7142
P00109242,F,26-35,1,Himachal Pradesh,4,7141
P00336942,F,18-25,1,Karnataka,4,7141
P00003942,M,18-25,0,Andhra Pradesh,2,7140
P00316042,F,18-25,1,Delhi,1,7140
P00278642,F,18-25,0,Delhi,2,7139
P00272242,F,51-55,0,Delhi,2,7139
P00047942,F,26-35,0,Himachal Pradesh,1,7139
P00002942,F,26-35,0,Karnataka,1,7139
P00364842,M,26-35,0,Bihar,2,7138
P00128042,F,18-25,0,Haryana,4,7138
P00120042,F,18-25,1,Himachal Pradesh,2,7138
P00251242,M,26-35,0,Karnataka,4,7138
P00040442,F,36-45,0,Kerala,3,7138
P00160242,F,18-25,1,Madhya Pradesh,3,7138
P00237542,M,36-45,1,Uttar Pradesh,4,7138
P00339442,F,36-45,1,Andhra Pradesh,4,7137
P00118542,M,26-35,0,Delhi,1,7137
P00111042,F,36-45,0,Karnataka,1,7137
P00289042,F,51-55,0,Haryana,1,7135
P00147942,F,26-35,0,Uttar Pradesh,3,7135
P00045842,M,26-35,0,Kerala,1,7134
P00034042,F,18-25,0,Maharashtra,1,7133
P00211442,F,26-35,1,Maharashtra,4,7133
P00105242,F,36-45,0,Uttar Pradesh,2,7133
P00086442,F,46-50,1,Bihar,2,7132
P00103242,F,51-55,0,Delhi,3,7132
P00004342,F,36-45,0,Karnataka,2,7132
P00110842,F,51-55,1,Bihar,4,7131
P00128042,F,36-45,1,Gujarat,2,7131
P00071242,F,46-50,0,Gujarat,4,7131
P00267742,F,26-35,0,Haryana,1,7131
P00124342,F,26-35,1,Maharashtra,3,7131
P00185442,M,36-45,0,Maharashtra,4,7131
P00114942,F,26-35,0,Uttar Pradesh,4,7131
P00180442,F,18-25,0,Kerala,1,7130
P00146842,F,36-45,0,Kerala,3,7130
P00118742,F,36-45,1,Uttar Pradesh,2,7130
P00274242,F,26-35,1,Himachal Pradesh,2,7129
P00057042,F,26-35,1,Jharkhand,4,7128
P00116042,M,55+,0,Jharkhand,3,7128
P00036842,M,55+,1,Uttar Pradesh,3,7128
P00101942,F,26-35,0,Madhya Pradesh,2,7127
P00305942,F,36-45,1,Haryana,3,7126
P00177342,F,51-55,0,Himachal Pradesh,3,7126
P00191342,F,26-35,1,Andhra Pradesh,3,7125
P00139542,F,51-55,1,Andhra Pradesh,4,7125
P00176942,F,36-45,0,Madhya Pradesh,3,7125
P00112142,F,46-50,1,Uttar Pradesh,4,7125
P00278642,F,36-45,1,Himachal Pradesh,2,7124
P00143342,F,18-25,0,Uttarakhand,1,7124
P00250842,M,36-45,0,Kerala,1,7123
P00113142,F,26-35,1,Madhya Pradesh,4,7123
P00031442,M,36-45,1,Madhya Pradesh,3,7123
P00052042,F,18-25,0,Jharkhand,3,7122
P00157642,M,26-35,1,Karnataka,4,7122
P00193542,F,26-35,0,Maharashtra,2,7122
P0099342,F,36-45,0,Maharashtra,4,7122
P00054042,F,26-35,0,Uttar Pradesh,1,7122
P00233542,F,55+,0,Uttar Pradesh,2,7122
P00251342,F,18-25,0,Andhra Pradesh,4,7121
P00086842,M,46-50,0,Jharkhand,3,7121
P00085242,M,26-35,0,Kerala,1,7121
P00021942,M,36-45,0,Uttar Pradesh,3,7121
P00346742,M,36-45,1,Uttarakhand,1,7121
P00289542,M,46-50,0,Haryana,1,7120
P00216142,F,26-35,1,Jharkhand,4,7120
P00145042,F,18-25,0,Uttar Pradesh,3,7120
P00059742,F,26-35,0,Delhi,1,7119
P00173842,F,36-45,1,Haryana,3,7119
P00156742,F,36-45,0,Karnataka,3,7119
P00182642,F,26-35,0,Maharashtra,3,7119
P00251242,F,36-45,0,Bihar,4,7118
P00269542,M,26-35,1,Madhya Pradesh,2,7118
P00125942,F,26-35,0,Maharashtra,1,7118
P00132442,F,46-50,1,Uttar Pradesh,1,7118
P00106042,M,18-25,1,Karnataka,1,7117
P00001942,F,26-35,1,Bihar,3,7116
P00237942,F,26-35,0,Andhra Pradesh,4,7115
P00245642,F,46-50,1,Uttar Pradesh,2,7114
P00046742,M,36-45,0,Jharkhand,2,7113
P00092442,F,55+,0,Maharashtra,1,7113
P00289942,F,26-35,0,Himachal Pradesh,1,7112
P00052642,F,36-45,1,Himachal Pradesh,1,7112
P00085642,M,51-55,0,Himachal Pradesh,2,7112
P00161542,M,26-35,1,Madhya Pradesh,1,7112
P00042242,F,36-45,0,Maharashtra,3,7112
P00301342,F,46-50,0,Bihar,3,7111
P00215342,M,55+,0,Delhi,3,7111
P00223042,F,26-35,1,Karnataka,2,7111
P00130442,F,18-25,0,Uttar Pradesh,1,7111
P00196442,F,18-25,1,Karnataka,2,7109
P0096542,F,26-35,0,Uttarakhand,2,7109
P00191342,F,18-25,0,Delhi,1,7108
P00327242,F,36-45,1,Maharashtra,4,7108
P00025342,F,26-35,1,Uttar Pradesh,4,7108
P0097742,M,18-25,0,Andhra Pradesh,4,7107
P00221742,F,26-35,0,Uttar Pradesh,1,7107
P00100442,F,18-25,0,Uttarakhand,2,7107
P00064142,M,18-25,1,Rajasthan,1,7106
P00196142,F,26-35,0,Himachal Pradesh,2,7105
P00313042,F,26-35,1,Rajasthan,2,7105
P00160242,F,36-45,0,Jharkhand,1,7104
P00110942,F,26-35,0,Kerala,4,7104
P00221742,F,18-25,0,Uttar Pradesh,1,7104
P00332242,F,26-35,1,Uttar Pradesh,4,7104
P00085442,F,26-35,0,Andhra Pradesh,1,7103
P00067942,F,46-50,0,Himachal Pradesh,3,7103
P00113842,F,26-35,0,Maharashtra,4,7103
P00102642,M,26-35,1,Uttar Pradesh,1,7103
P00088342,M,55+,0,Maharashtra,1,7102
P00146842,F,36-45,0,Himachal Pradesh,1,7100
P00135642,F,26-35,0,Kerala,1,7100
P00125942,M,26-35,1,Delhi,3,7099
P00053842,F,36-45,0,Himachal Pradesh,3,7099
P00121342,F,36-45,0,Jharkhand,3,7099
P00108842,M,18-25,0,Kerala,3,7099
P00123142,M,26-35,1,Delhi,1,7098
P00115342,F,55+,0,Gujarat,3,7098
P00087542,M,46-50,1,Himachal Pradesh,1,7098
P00035842,M,0-17,1,Karnataka,2,7098
P00190942,F,26-35,0,Himachal Pradesh,3,7097
P00218342,F,26-35,1,Uttar Pradesh,1,7097
P00201342,F,36-45,1,Uttarakhand,2,7097
P00191242,F,46-50,0,Karnataka,3,7096
P00230942,F,26-35,0,Maharashtra,1,7096
P00090942,F,26-35,0,Gujarat,3,7095
P00302742,F,18-25,0,Uttarakhand,3,7095
P00362342,F,18-25,0,Gujarat,3,7094
P00112142,F,26-35,0,Jharkhand,3,7094
P00328442,F,46-50,0,Jharkhand,1,7094
P00123742,F,26-35,1,Karnataka,4,7094
P00242142,F,26-35,1,Madhya Pradesh,3,7094
P00192842,F,18-25,1,Bihar,1,7093
P00150542,M,26-35,1,Bihar,4,7093
P00014242,F,26-35,0,Kerala,3,7093
P00070942,F,36-45,1,Uttar Pradesh,3,7093
P00054942,M,0-17,1,Karnataka,2,7092
P0095042,M,18-25,0,Karnataka,2,7092
P00051842,M,18-25,0,Madhya Pradesh,1,7092
P00046742,F,18-25,0,Bihar,3,7091
P00292742,F,36-45,1,Haryana,2,7090
P00362842,F,36-45,0,Maharashtra,4,7089
P00357242,M,46-50,1,Maharashtra,2,7089
P00198142,F,0-17,1,Uttar Pradesh,3,7089
P00164642,M,26-35,0,Uttar Pradesh,4,7089
P00317842,M,26-35,0,Uttar Pradesh,1,7089
P00357842,F,36-45,0,Uttar Pradesh,4,7089
P00299842,F,46-50,0,Uttar Pradesh,2,7089
P00033642,F,55+,1,Gujarat,4,7088
P00129442,M,26-35,1,Madhya Pradesh,1,7088
P00141942,F,26-35,0,Andhra Pradesh,4,7087
P00282442,F,46-50,0,Andhra Pradesh,3,7087
P00244142,M,36-45,1,Delhi,4,7087
P00074642,F,26-35,0,Gujarat,3,7087
P00044142,F,26-35,0,Himachal Pradesh,3,7087
P00194542,M,51-55,1,Madhya Pradesh,4,7087
P00208242,F,36-45,0,Andhra Pradesh,3,7086
P00214342,F,18-25,1,Haryana,1,7086
P00069042,F,46-50,0,Haryana,4,7086
P00236542,F,26-35,0,Jharkhand,3,7086
P00102442,F,26-35,1,Madhya Pradesh,4,7086
P00052842,F,36-45,1,Maharashtra,2,7086
P00294242,F,18-25,0,Uttar Pradesh,3,7086
P00220442,F,36-45,1,Uttar Pradesh,4,7086
P00227542,F,46-50,0,Uttarakhand,1,7086
P0096742,F,26-35,0,Jharkhand,4,7085
P00034842,M,26-35,1,Uttar Pradesh,4,7085
P00003042,F,55+,1,Uttarakhand,1,7084
P00148642,F,46-50,0,Himachal Pradesh,4,7083
P00213242,F,18-25,1,Kerala,4,7083
P00265242,M,18-25,0,Kerala,2,7083
P00184942,F,36-45,1,Maharashtra,4,7083
P00212042,M,26-35,0,Uttar Pradesh,4,7082
P00051842,F,0-17,1,Andhra Pradesh,1,7080
P00016742,F,26-35,0,Andhra Pradesh,4,7080
P00238442,F,18-25,1,Delhi,3,7080
P00139942,F,18-25,0,Uttar Pradesh,4,7080
P00080042,F,36-45,1,Delhi,3,7078
P00192042,M,36-45,1,Himachal Pradesh,2,7078
P00338542,F,26-35,0,Himachal Pradesh,1,7078
P00248142,F,26-35,0,Kerala,4,7078
P00352842,F,26-35,1,Gujarat,4,7077
P00127342,F,26-35,1,Kerala,2,7077
P00057642,F,55+,0,Kerala,4,7077
P00344542,F,36-45,1,Madhya Pradesh,2,7077
P00108542,F,26-35,0,Uttarakhand,1,7077
P00226342,F,26-35,0,Maharashtra,3,7076
P00260142,F,46-50,0,Maharashtra,2,7076
P00216342,F,18-25,0,Bihar,4,7075
P00146842,F,26-35,0,Haryana,1,7075
P00057442,F,26-35,1,Jharkhand,4,7075
P00014142,F,36-45,0,Kerala,4,7075
P00182342,F,36-45,1,Andhra Pradesh,3,7074
P00057642,F,18-25,0,Kerala,3,7074
P00145042,F,26-35,0,Jharkhand,4,7073
P00240142,M,26-35,1,Maharashtra,1,7073
P00021942,F,26-35,0,Maharashtra,2,7072
P00196442,F,26-35,1,Delhi,4,7071
P00183342,F,26-35,0,Gujarat,1,7070
P00070042,F,26-35,0,Madhya Pradesh,1,7070
P00334642,M,18-25,0,Jharkhand,2,7069
P00046742,M,36-45,1,Uttar Pradesh,4,7069
P00172842,F,26-35,0,Uttarakhand,4,7069
P00127642,F,46-50,0,Madhya Pradesh,1,7068
P00241642,F,26-35,1,Maharashtra,3,7068
P00102142,F,26-35,0,Delhi,2,7067
P00288942,F,36-45,0,Uttar Pradesh,2,7067
P00175642,F,26-35,0,Uttar Pradesh,4,7066
P00225842,M,26-35,1,Uttarakhand,2,7066
P00115542,F,26-35,1,Gujarat,3,7065
P00315842,F,36-45,1,Maharashtra,2,7065
P00110742,F,36-45,1,Uttar Pradesh,2,7065
P00206442,M,26-35,0,Maharashtra,4,7064
P00211042,F,26-35,0,Maharashtra,3,7064
P00007542,F,26-35,0,Uttar Pradesh,1,7064
P00317842,M,26-35,0,Andhra Pradesh,2,7063
P00145742,F,36-45,1,Karnataka,4,7063
P00133442,F,18-25,0,Gujarat,2,7062
P00057442,M,26-35,0,Rajasthan,2,7062
P00268442,F,26-35,1,Uttarakhand,2,7062
P00192842,M,51-55,0,Andhra Pradesh,4,7061
P00216142,F,26-35,1,Gujarat,3,7061
P00054742,M,36-45,0,Maharashtra,3,7061
P00350942,M,51-55,1,Delhi,4,7060
P00100742,F,26-35,0,Maharashtra,3,7060
P00310342,F,46-50,1,Uttar Pradesh,2,7060
P00004842,M,46-50,1,Karnataka,3,7059
P00248742,M,36-45,1,Maharashtra,3,7058
P00113642,M,51-55,0,Punjab,4,7058
P00293342,F,26-35,1,Bihar,4,7057
P00230942,M,36-45,0,Maharashtra,2,7057
P00176842,F,26-35,0,Uttarakhand,2,7057
P0097142,M,18-25,1,Bihar,2,7056
P00129542,F,55+,0,Himachal Pradesh,2,7055
P00321342,F,26-35,0,Maharashtra,4,7055
P00106042,F,55+,0,Maharashtra,2,7055
P00161942,F,46-50,0,Bihar,3,7054
P00085942,F,36-45,0,Gujarat,2,7054
P00289342,M,26-35,0,Andhra Pradesh,1,7053
P00000242,F,26-35,1,Bihar,3,7053
P00284942,F,26-35,1,Delhi,1,7053
P00248242,M,0-17,1,Karnataka,1,7053
P00163442,F,18-25,1,Uttar Pradesh,1,7053
P00018442,F,55+,0,Uttarakhand,4,7053
P00051842,M,18-25,1,Delhi,3,7052
P00173342,F,26-35,1,Jharkhand,4,7052
P00091142,F,36-45,1,Karnataka,1,7052
P00155742,M,26-35,0,Kerala,1,7052
P00129842,F,26-35,0,Uttarakhand,2,7052
P00197342,M,0-17,0,Haryana,4,7051
P00034842,F,26-35,1,Karnataka,1,7051
P00017142,F,26-35,1,Maharashtra,1,7051
P00187842,F,26-35,1,Karnataka,4,7050
P00265242,F,18-25,1,Delhi,1,7049
P00109542,F,26-35,0,Kerala,2,7049
P00277942,F,36-45,0,Uttarakhand,3,7049
P00085942,M,0-17,1,Delhi,3,7048
P00021742,F,18-25,0,Bihar,1,7047
P00085242,F,26-35,1,Bihar,3,7047
P00137042,M,26-35,1,Madhya Pradesh,1,7047
P00112542,F,46-50,0,Uttar Pradesh,1,7047
P00125142,F,36-45,0,Bihar,2,7046
P00050342,F,26-35,0,Haryana,3,7046
P00233542,F,26-35,0,Uttar Pradesh,1,7046
P00051442,M,26-35,0,Andhra Pradesh,4,7045
P00222242,F,46-50,0,Bihar,3,7045
P00285842,M,36-45,0,Himachal Pradesh,2,7045
P00350942,F,26-35,0,Karnataka,3,7045
P00348842,F,46-50,0,Kerala,4,7045
P00230442,M,36-45,0,Rajasthan,1,7045
P00285842,M,36-45,0,Uttar Pradesh,1,7045
P00348242,F,26-35,0,Bihar,2,7044
P00057642,F,26-35,0,Himachal Pradesh,2,7044
P00293242,F,36-45,1,Himachal Pradesh,3,7044
P00130742,F,55+,0,Bihar,4,7043
P00120142,F,26-35,0,Uttar Pradesh,1,7043
P00178142,F,51-55,1,Madhya Pradesh,1,7042
P00295842,F,26-35,1,Maharashtra,2,7041
P00132042,F,26-35,0,Uttar Pradesh,1,7041
P00247042,F,18-25,1,Andhra Pradesh,2,7040
P00037142,M,36-45,0,Himachal Pradesh,4,7040
P00343442,M,36-45,1,Uttar Pradesh,3,7040
P00100742,F,36-45,1,Andhra Pradesh,4,7039
P00319142,F,36-45,1,Jharkhand,1,7039
P00145042,F,55+,1,Karnataka,3,7039
P00149142,F,26-35,0,Maharashtra,1,7039
P00100642,F,51-55,1,Uttar Pradesh,2,7039
P00145342,F,51-55,0,Andhra Pradesh,3,7038
P00083842,M,46-50,1,Delhi,2,7038
P00121342,F,46-50,1,Haryana,1,7038
P00352542,M,18-25,0,Himachal Pradesh,4,7038
P00048142,F,18-25,0,Maharashtra,4,7038
P00118142,M,26-35,1,Andhra Pradesh,4,7037
P00121342,M,46-50,0,Himachal Pradesh,1,7037
P00112142,F,26-35,1,Maharashtra,1,7037
P00100942,F,46-50,1,Maharashtra,1,7037
P00195742,F,18-25,1,Punjab,1,7037
P00242742,M,0-17,0,Uttar Pradesh,3,7037
P00284042,M,26-35,0,Uttar Pradesh,3,7037
P00110542,F,26-35,0,Uttarakhand,3,7037
P00058242,M,26-35,1,Andhra Pradesh,1,7036
P00014842,M,36-45,0,Andhra Pradesh,4,7036
P00338542,F,18-25,0,Himachal Pradesh,4,7036
P00086842,M,51-55,0,Andhra Pradesh,2,7035
P00238442,M,18-25,0,Delhi,3,7035
